Id,ClosedAccount,Age,Gender,Education,CivilState,Salary,Product,NumMonthsBeingClient,NumProductsClient,NumMonthsWithoutOperating,NumRelationshipsLast12Months,CreditLimit,CreditNotPayed,SumTransactionAmount,NumTransactions,Total_Ct_Chng_Q4_Q1,NumAvgTransactions
717643608,YES,48.0,M,College,Married,$80K - $120K,Blue,36,3,3,2,26443.0,1601.0,1593,36,0.333,0.061
709198158,YES,50.0,F,Graduate,Single,Less than $40K,Blue,36,6,2,0,3125.0,1928.0,1631,46,0.533,0.617
712419708,YES,56.0,F,Post-Graduate,Married,Less than $40K,Blue,48,6,1,2,4930.0,2259.0,2194,53,0.606,0.458
709103358,YES,39.0,F,College,Single,Less than $40K,Blue,36,6,3,3,9476.0,0.0,1128,27,0.929,0.0
716966808,YES,47.0,M,Graduate,Married,$80K - $120K,Blue,37,6,3,3,11722.0,1667.0,1497,35,0.25,0.142
772264383,YES,44.0,M,Graduate,Single,$120K +,Blue,33,4,1,3,13301.0,0.0,1385,50,0.515,0.0
721057758,YES,61.0,F,Unknown,Married,Unknown,Blue,47,4,2,3,1438.3,0.0,1449,27,1.455,0.0
769137108,NO,43.0,F,Post-Graduate,Married,Less than $40K,Blue,37,3,3,1,1438.3,0.0,974,28,0.273,0.0
717640083,NO,59.0,M,High School,Married,$60K - $80K,Blue,36,3,2,3,6705.0,0.0,731,18,0.5,0.0
716445783,YES,42.0,F,Uneducated,Married,Unknown,Blue,31,4,2,0,22718.0,0.0,1191,37,1.176,0.0
708579633,YES,40.0,M,Unknown,Divorced,$40K - $60K,Gold,28,4,2,2,23981.0,1788.0,1421,34,0.308,0.075
718715583,YES,65.0,M,Unknown,Married,Less than $40K,Blue,56,4,2,4,2318.0,1010.0,1256,35,0.591,0.436
778686408,YES,48.0,M,College,Married,$60K - $80K,Blue,29,4,3,2,19324.0,1040.0,1744,50,0.852,0.054
715015683,YES,44.0,M,Graduate,Single,$40K - $60K,Blue,34,5,3,1,5331.0,1993.0,1766,39,0.625,0.374
805254708,YES,36.0,F,Unknown,Married,Unknown,Blue,31,5,2,0,15700.0,1276.0,2229,48,0.778,0.081
710462433,YES,45.0,M,Graduate,Single,$60K - $80K,Blue,30,6,2,2,17625.0,894.0,1773,39,1.053,0.051
721342383,YES,39.0,M,Graduate,Married,$80K - $120K,Blue,34,6,3,2,17438.0,0.0,1860,37,0.85,0.0
720179883,YES,40.0,M,College,Unknown,$80K - $120K,Blue,25,3,3,1,1962.0,0.0,1179,27,0.688,0.0
794977533,NO,62.0,M,High School,Married,$60K - $80K,Blue,56,3,3,2,8077.0,0.0,906,16,0.333,0.0
779445108,YES,26.0,M,Graduate,Single,$40K - $60K,Blue,13,6,1,2,3290.0,1616.0,2781,54,0.35,0.491
718193958,YES,60.0,M,Uneducated,,Less than $40K,Blue,53,5,3,2,2402.0,1728.0,1650,53,0.606,0.719
710955633,YES,54.0,F,Doctorate,Single,Less than $40K,Blue,42,6,1,0,9256.0,1999.0,1446,37,0.762,0.216
716149383,YES,62.0,M,Graduate,Married,$60K - $80K,Blue,36,6,3,3,3674.0,895.0,1703,48,0.371,0.244
752604633,NO,57.0,M,College,Married,$40K - $60K,Blue,50,2,5,3,,0.0,761,17,0.214,0.0
713889933,YES,59.0,M,Graduate,Single,$40K - $60K,Blue,48,4,2,2,1638.0,0.0,1536,44,0.63,0.0
709446783,YES,46.0,M,Graduate,Single,$60K - $80K,Blue,38,3,3,2,4335.0,2480.0,1373,36,1.118,0.572
789115833,YES,44.0,M,High School,Single,$60K - $80K,Blue,32,5,3,2,3233.0,1034.0,1256,29,0.706,0.32
711242058,NO,48.0,M,Unknown,Single,$80K - $120K,Blue,36,1,3,1,11862.0,2517.0,643,16,0.231,0.212
787623858,YES,43.0,M,Uneducated,Divorced,$120K +,Silver,24,4,2,0,34516.0,1938.0,1215,45,0.406,0.056
709040508,YES,57.0,M,Uneducated,Married,$120K +,Blue,38,6,6,2,19802.0,1961.0,2244,58,0.706,0.099
708864708,YES,46.0,M,College,Unknown,$80K - $120K,Blue,36,4,2,2,24869.0,1729.0,1409,36,0.5,0.07
717758583,YES,40.0,M,High School,Unknown,$60K - $80K,Blue,36,4,2,1,3624.0,1975.0,1469,23,1.091,0.545
715416633,YES,54.0,M,Unknown,Married,$80K - $120K,Blue,36,4,1,2,6175.0,960.0,1847,59,0.405,0.155
717956283,YES,57.0,F,Graduate,Single,$40K - $60K,Blue,48,5,1,0,10953.0,1945.0,1277,29,0.526,0.178
721379433,YES,44.0,M,Graduate,Married,$60K - $80K,Blue,28,6,2,3,11338.0,0.0,1227,24,0.5,0.0
712027683,YES,47.0,F,Doctorate,Married,Less than $40K,Blue,35,3,2,2,5544.0,1184.0,1336,38,0.652,0.214
716027208,YES,47.0,M,Doctorate,Married,$60K - $80K,Blue,36,4,1,1,19665.0,706.0,1110,58,0.349,0.036
720475233,YES,50.0,F,High School,Married,Less than $40K,Blue,43,6,2,3,2927.0,1412.0,1474,26,0.857,0.482
712275108,YES,53.0,F,College,Married,$40K - $60K,Blue,33,4,3,3,5146.0,1618.0,1955,44,0.76,0.314
718121658,NO,56.0,M,College,Married,$60K - $80K,Blue,44,5,3,3,1704.0,0.0,660,17,0.308,0.0
711593808,NO,55.0,M,High School,Married,$60K - $80K,Blue,46,2,2,3,1438.3,0.0,888,18,1.25,0.0
716222808,YES,53.0,F,High School,Married,Less than $40K,Blue,36,6,1,3,2974.0,1170.0,1785,45,1.143,0.393
718731183,NO,61.0,M,Unknown,Married,$40K - $60K,Blue,49,1,2,2,5472.0,788.0,705,14,0.273,0.144
788779008,YES,57.0,M,High School,Married,$60K - $80K,Blue,38,3,1,2,2736.0,1822.0,1211,25,0.923,0.666
710404533,YES,50.0,M,Graduate,Married,$80K - $120K,Blue,37,6,2,1,1438.3,862.0,1391,40,0.212,0.599
711173058,YES,56.0,F,Unknown,Married,Unknown,Blue,45,4,3,0,5406.0,1782.0,1407,29,0.812,0.33
715383108,YES,52.0,M,Graduate,Single,$120K +,Blue,44,5,1,1,34516.0,2174.0,1616,50,0.515,0.063
711697158,YES,60.0,M,Graduate,Married,Less than $40K,Blue,36,6,2,2,1976.0,1311.0,1498,43,0.536,0.663
709186983,YES,49.0,M,Uneducated,Married,$80K - $120K,Blue,40,3,1,1,8714.0,2252.0,1536,38,0.652,0.258
808964433,YES,46.0,F,Doctorate,Divorced,Less than $40K,Blue,41,4,1,1,8693.0,1378.0,1594,45,0.452,0.159
711948333,YES,42.0,M,Uneducated,Married,$80K - $120K,Blue,36,6,1,2,9247.0,710.0,1190,30,0.5,0.077
710541858,YES,45.0,M,High School,Married,Less than $40K,Blue,33,6,5,0,7717.0,1430.0,1248,37,0.85,0.185
713865333,NO,45.0,F,Uneducated,Married,Less than $40K,Blue,38,3,4,3,4908.0,0.0,827,21,0.75,0.0
797707008,NO,44.0,F,Doctorate,Married,Less than $40K,Blue,38,6,1,3,7222.0,0.0,920,18,0.5,0.0
713490483,YES,61.0,M,Uneducated,Single,$80K - $120K,Blue,48,6,2,2,21740.0,0.0,1755,54,0.543,0.0
720370533,NO,55.0,M,Uneducated,Married,$60K - $80K,Blue,44,3,2,2,2323.0,0.0,804,15,0.5,0.0
779743908,YES,44.0,M,Unknown,Divorced,$60K - $80K,Blue,29,4,2,2,7788.0,0.0,1196,30,0.429,0.0
718675158,NO,55.0,F,Unknown,Married,Less than $40K,Blue,36,4,1,3,1438.3,361.0,850,22,0.692,0.251
710784333,YES,57.0,M,Unknown,Married,$120K +,Blue,36,3,2,2,23700.0,1314.0,1644,28,0.647,0.055
816596583,YES,45.0,M,Doctorate,Married,$80K - $120K,Blue,40,6,3,1,11710.0,693.0,1749,50,0.429,0.059
717517758,YES,57.0,F,High School,Married,$40K - $60K,Blue,45,3,2,2,2278.0,845.0,2307,45,0.8,0.371
712880283,YES,31.0,M,Uneducated,Married,$40K - $60K,Blue,22,3,3,0,4048.0,1113.0,1757,45,0.607,0.275
753226158,YES,34.0,F,Graduate,Married,Less than $40K,Blue,24,6,2,2,3663.0,1853.0,1826,35,1.059,0.506
720605808,NO,53.0,F,Graduate,Single,Less than $40K,Blue,36,2,2,3,1438.3,0.0,799,17,0.214,0.0
758317233,YES,35.0,F,College,Single,Unknown,Blue,28,4,5,2,3518.0,1575.0,2121,60,0.579,0.448
711028308,YES,44.0,F,Graduate,Married,Less than $40K,Blue,36,4,1,0,1717.0,0.0,1468,29,0.381,0.0
814852533,YES,50.0,M,Graduate,Married,$80K - $120K,Blue,45,3,2,2,16813.0,1185.0,1482,46,0.643,0.07
711526533,YES,33.0,M,Post-Graduate,Married,$80K - $120K,Blue,25,4,2,3,16434.0,2104.0,1726,37,0.85,0.128
804403908,YES,50.0,M,Graduate,Single,$60K - $80K,Blue,45,4,2,3,21872.0,1118.0,1806,31,0.409,0.051
716999883,YES,51.0,M,High School,Married,$80K - $120K,Blue,41,5,2,0,15897.0,1437.0,1405,43,0.387,0.09
716452083,YES,56.0,F,Unknown,Married,Less than $40K,Blue,46,5,3,2,4271.0,1150.0,2052,50,0.724,0.269
787599258,YES,55.0,F,Graduate,Single,Less than $40K,Blue,29,6,1,2,7361.0,1309.0,1175,34,0.7,0.178
714495258,YES,26.0,,College,Single,Less than $40K,Blue,36,4,1,3,1438.3,479.0,1786,37,0.37,0.333
717713283,YES,42.0,F,Graduate,Married,Less than $40K,Blue,33,6,3,3,8628.0,1077.0,1675,58,0.415,0.125
789317883,YES,54.0,M,College,Married,$80K - $120K,Blue,44,4,3,3,18750.0,1705.0,1200,36,0.895,0.091
714500883,YES,44.0,F,Graduate,Married,Unknown,Blue,36,4,2,3,21242.0,819.0,1283,37,0.542,0.039
789467508,YES,65.0,F,Graduate,Married,$40K - $60K,Blue,56,5,3,0,2961.0,1570.0,1937,57,0.781,0.53
710317758,YES,38.0,F,High School,Married,Unknown,Blue,29,4,2,2,11327.0,1528.0,2033,38,0.727,0.135
711231558,YES,58.0,M,High School,,$60K - $80K,Blue,40,6,1,3,8308.0,2517.0,1915,37,1.056,0.303
716829483,YES,39.0,F,Post-Graduate,Married,$40K - $60K,Blue,28,4,2,2,3249.0,2217.0,1988,36,0.895,0.682
779713608,YES,52.0,M,High School,Married,$120K +,Blue,36,5,1,2,2981.0,1358.0,1648,30,1.5,0.456
711628458,YES,45.0,F,Graduate,Married,Less than $40K,Blue,31,4,1,0,8829.0,901.0,1902,45,0.667,0.102
718943508,YES,42.0,M,Unknown,Single,$80K - $120K,Blue,33,3,3,2,3714.0,2170.0,1454,35,0.522,0.584
770724558,NO,42.0,M,College,Married,$60K - $80K,Blue,28,6,1,3,7340.0,0.0,838,24,0.412,0.0
783561558,YES,57.0,M,Post-Graduate,Married,$120K +,Blue,51,4,2,3,16952.0,0.0,1918,61,0.649,0.0
719309958,NO,55.0,M,Doctorate,Single,$80K - $120K,Blue,35,4,1,3,20865.0,0.0,837,25,0.667,0.0
788785083,YES,44.0,F,College,Unknown,Less than $40K,Blue,25,6,3,2,3083.0,1040.0,4311,78,0.56,0.337
780481308,YES,37.0,F,Graduate,Married,Unknown,Blue,24,3,2,2,10584.0,1550.0,1567,33,0.32,0.146
711757383,YES,50.0,F,Unknown,Married,Less than $40K,Blue,42,4,1,2,2240.0,0.0,1905,39,0.345,0.0
787550808,YES,51.0,M,Graduate,Married,$40K - $60K,Blue,40,5,1,2,12240.0,1566.0,1422,26,0.529,0.128
779863533,YES,37.0,M,Graduate,Married,$80K - $120K,Blue,21,6,2,0,5120.0,0.0,1680,32,0.778,0.0
714529233,YES,36.0,F,Graduate,Married,Less than $40K,Blue,24,3,1,3,3124.0,1593.0,1652,41,0.367,0.51
708177333,YES,51.0,F,High School,Married,Less than $40K,Silver,36,5,3,0,,2485.0,1158,26,0.857,0.221
812019933,YES,65.0,M,Uneducated,Married,$40K - $60K,Blue,56,3,3,2,2468.0,2021.0,1797,46,0.586,0.819
708557358,YES,43.0,M,College,Married,$60K - $80K,Blue,28,4,2,3,22157.0,1355.0,1911,55,0.571,0.061
713580633,YES,46.0,M,Graduate,Married,$40K - $60K,Blue,32,6,2,3,11477.0,0.0,1260,27,0.688,0.0
711466533,YES,43.0,F,Graduate,Married,Less than $40K,Blue,33,5,2,2,3933.0,852.0,1489,45,0.324,0.217
802276683,YES,56.0,M,Graduate,,$80K - $120K,Blue,50,3,3,3,8022.0,1372.0,1794,31,1.385,0.171
780913308,YES,43.0,M,Unknown,Single,$60K - $80K,Blue,34,6,2,0,13771.0,2517.0,1510,42,0.75,0.183
808897683,NO,53.0,M,Graduate,Single,$80K - $120K,Blue,48,3,3,3,30271.0,1406.0,3231,47,0.306,0.046
719428308,YES,50.0,M,High School,Unknown,$60K - $80K,Blue,41,6,2,2,3244.0,1762.0,1274,32,1.0,0.543
713010483,YES,43.0,F,Graduate,Married,$40K - $60K,Blue,36,6,1,3,2936.0,2379.0,1572,57,0.676,0.81
717006333,YES,54.0,M,High School,Married,$80K - $120K,Blue,36,6,1,2,1438.3,1133.0,1935,41,0.708,0.788
787621158,YES,33.0,M,Unknown,Married,$60K - $80K,Blue,25,6,3,3,,491.0,2187,59,0.405,0.079
716924058,YES,58.0,F,Uneducated,Married,$40K - $60K,Blue,49,3,1,3,6175.0,1166.0,1417,25,0.25,0.189
720916683,YES,41.0,M,Graduate,Single,$80K - $120K,Blue,26,4,3,2,11806.0,1811.0,1465,31,0.476,0.153
720923658,YES,48.0,M,Post-Graduate,Single,$60K - $80K,Blue,39,5,2,2,4734.0,954.0,1570,45,0.452,0.202
712710708,YES,55.0,M,High School,Single,$40K - $60K,Blue,36,5,2,0,6244.0,2517.0,1445,40,0.29,0.403
718939083,NO,54.0,F,Graduate,Married,Less than $40K,Blue,45,3,1,3,1438.3,306.0,694,15,0.364,0.213
779519058,YES,51.0,F,Post-Graduate,Divorced,Unknown,Platinum,34,3,1,2,34516.0,1578.0,1929,40,0.481,0.046
719085933,YES,35.0,M,Graduate,Single,$80K - $120K,Blue,24,4,1,2,23561.0,864.0,2447,64,1.0,0.037
715124958,YES,50.0,M,Uneducated,Single,$80K - $120K,Blue,36,5,2,3,24742.0,1676.0,1306,31,0.55,0.068
712979133,NO,55.0,M,High School,Married,$80K - $120K,Blue,41,2,2,2,27560.0,900.0,646,10,0.25,0.033
712006308,YES,45.0,F,College,,Less than $40K,Blue,35,6,1,3,5923.0,1686.0,1236,35,0.591,0.285
710801133,YES,34.0,M,Uneducated,Married,$60K - $80K,Blue,36,6,1,2,8581.0,2326.0,2513,63,0.615,0.271
712490283,YES,55.0,F,Graduate,Married,$40K - $60K,Blue,41,4,3,3,3156.0,2517.0,2091,48,0.778,0.798
720071583,NO,48.0,F,Unknown,Married,Less than $40K,Blue,36,5,1,3,7151.0,800.0,854,22,0.375,0.112
717958833,YES,46.0,M,Graduate,Married,$60K - $80K,Blue,35,5,1,2,1535.0,700.0,1848,25,1.083,0.456
812420358,NO,61.0,F,Graduate,Married,Less than $40K,Blue,56,3,3,3,2122.0,554.0,949,17,0.133,0.261
712370208,YES,48.0,M,Uneducated,Unknown,$60K - $80K,Blue,35,3,2,2,17131.0,1213.0,1371,37,0.423,0.071
715940358,YES,51.0,F,Graduate,Married,Less than $40K,Blue,42,6,2,2,5822.0,2387.0,1804,49,0.75,0.41
715041333,YES,39.0,M,Doctorate,Married,$60K - $80K,Blue,29,3,1,3,3537.0,2517.0,1605,43,0.344,0.712
712797258,YES,43.0,M,Graduate,Married,$120K +,Blue,33,3,1,3,34516.0,2129.0,1463,38,0.583,0.062
769170558,YES,53.0,M,Graduate,,$60K - $80K,Blue,47,6,4,3,16320.0,0.0,1279,41,0.708,0.0
715884858,YES,38.0,M,High School,Married,$80K - $120K,Blue,36,5,3,3,2407.0,843.0,1470,28,0.4,0.35
796343058,YES,49.0,F,High School,Single,Less than $40K,Blue,43,4,1,2,3538.0,0.0,1265,38,0.462,0.0
783910008,YES,37.0,F,Unknown,Married,Less than $40K,Blue,31,5,2,2,2684.0,1381.0,2002,60,0.429,0.515
718888308,YES,53.0,M,Graduate,Single,$80K - $120K,Blue,36,4,3,2,34516.0,2517.0,1475,33,0.833,0.073
785114808,YES,46.0,M,Post-Graduate,Single,$40K - $60K,Silver,40,4,2,2,15459.0,0.0,1419,30,0.667,0.0
709852908,YES,44.0,F,Uneducated,Single,Less than $40K,Blue,36,5,3,3,4307.0,0.0,1628,37,0.542,0.0
823528833,YES,50.0,F,Unknown,Single,Less than $40K,Blue,46,4,2,3,2081.0,1235.0,1337,29,1.071,0.593
719679858,YES,58.0,F,Uneducated,Married,$40K - $60K,Blue,47,3,2,2,2848.0,1468.0,1135,27,0.421,0.515
827108583,YES,55.0,M,High School,Single,$120K +,Blue,51,3,1,3,34516.0,1266.0,1161,26,0.368,0.037
787833333,YES,44.0,M,College,Unknown,$80K - $120K,Blue,35,6,1,2,6361.0,1292.0,1571,38,0.52,0.203
719781183,YES,57.0,M,High School,Married,$80K - $120K,Blue,38,4,1,3,15428.0,1553.0,1916,40,0.538,0.101
710429358,YES,57.0,M,High School,Married,$40K - $60K,Blue,48,5,1,3,2544.0,1927.0,1346,30,0.364,0.757
798792408,NO,48.0,M,High School,Married,$80K - $120K,Blue,42,1,1,3,9959.0,0.0,805,24,0.143,0.0
710280558,YES,51.0,M,Graduate,Single,$60K - $80K,Blue,39,3,3,2,8796.0,2517.0,1195,18,0.8,0.286
809825358,YES,53.0,F,Uneducated,Married,Less than $40K,Blue,48,6,1,3,3428.0,1566.0,1155,34,0.545,0.457
714451833,YES,45.0,F,Doctorate,Single,Less than $40K,Blue,36,6,2,2,1438.3,0.0,1431,34,0.545,0.0
713943783,YES,41.0,M,Post-Graduate,Married,$60K - $80K,Blue,32,5,3,2,,906.0,1194,25,0.471,0.05
710706558,YES,51.0,F,Graduate,Single,Less than $40K,Blue,42,3,1,3,2680.0,1753.0,1154,33,0.571,0.654
713620308,YES,,F,High School,Married,Less than $40K,Blue,35,6,4,3,4675.0,1734.0,1232,34,0.545,0.371
813453408,YES,40.0,F,College,Married,Less than $40K,Blue,35,3,1,3,2448.0,1693.0,1269,30,0.875,0.692
818248383,YES,33.0,M,Doctorate,Married,$60K - $80K,Blue,28,3,3,3,4049.0,0.0,1742,35,1.5,0.0
780106908,YES,53.0,M,High School,Single,$80K - $120K,Blue,38,6,2,2,8154.0,996.0,1379,26,1.0,0.122
708938508,YES,63.0,M,High School,Married,$40K - $60K,Blue,36,5,3,2,4559.0,1571.0,1870,35,0.842,0.345
709671708,YES,61.0,M,Uneducated,Single,$80K - $120K,Blue,36,4,2,1,19354.0,984.0,1207,32,0.684,0.051
711204483,NO,56.0,M,High School,Married,$60K - $80K,Blue,46,3,3,3,2340.0,1930.0,781,15,0.364,0.825
801728658,YES,53.0,M,Graduate,Single,$60K - $80K,Blue,47,6,3,0,13848.0,1389.0,1773,38,0.407,0.1
713945883,NO,62.0,F,Graduate,Married,Less than $40K,Blue,52,4,2,2,2490.0,513.0,864,20,0.333,0.206
779558733,YES,50.0,F,Unknown,Married,Unknown,Silver,36,6,1,2,32156.0,1791.0,1559,39,1.167,0.056
788370258,YES,37.0,M,Graduate,Married,$60K - $80K,Blue,30,5,3,2,2578.0,2517.0,1830,64,0.524,0.976
714927333,YES,62.0,F,Graduate,Married,Unknown,Blue,52,6,3,2,9050.0,1538.0,1542,43,0.654,0.17
710383158,YES,49.0,M,Uneducated,Single,$80K - $120K,Silver,41,4,1,2,34516.0,0.0,1506,47,0.516,0.0
798007308,YES,57.0,F,High School,Married,Unknown,Blue,51,6,1,0,8362.0,0.0,1175,41,0.464,0.0
711768858,YES,55.0,M,High School,Married,$80K - $120K,Blue,36,3,2,3,6514.0,2258.0,1383,20,1.857,0.347
714888633,YES,50.0,M,Graduate,Married,$80K - $120K,Blue,42,3,3,4,4051.0,1183.0,1837,57,0.629,0.292
712650333,YES,48.0,M,College,Married,$60K - $80K,Blue,37,3,3,2,11959.0,1665.0,1191,40,0.481,0.139
719945433,YES,60.0,F,Uneducated,Divorced,$40K - $60K,Blue,48,3,2,2,2070.0,0.0,1793,53,0.963,0.0
720310458,YES,46.0,M,Unknown,Single,$120K +,Blue,32,5,2,1,11840.0,1295.0,1560,49,0.4,0.109
718344033,YES,47.0,M,College,Married,$120K +,Blue,35,4,3,2,3636.0,1010.0,1564,59,0.686,0.278
715442958,YES,54.0,M,Uneducated,Married,$60K - $80K,Blue,36,3,3,3,11067.0,2517.0,1843,38,1.235,0.227
780326883,YES,53.0,M,Doctorate,Married,$60K - $80K,Blue,40,3,3,3,11262.0,1435.0,2165,61,0.649,0.127
711157833,YES,56.0,F,Graduate,Single,$40K - $60K,Blue,36,4,1,0,5108.0,1656.0,1631,41,0.323,0.324
719704308,YES,56.0,F,High School,Married,$40K - $60K,Blue,36,5,1,1,2072.0,1543.0,1265,32,0.391,0.745
708772308,YES,41.0,M,Uneducated,Married,$80K - $120K,Blue,24,4,3,3,4119.0,1656.0,1455,35,0.667,0.402
817663908,YES,60.0,F,Graduate,Married,$40K - $60K,Blue,42,5,3,3,5903.0,1335.0,1137,27,0.929,0.226
780054258,YES,40.0,M,Graduate,Unknown,$40K - $60K,Blue,25,6,2,3,7860.0,541.0,1367,35,0.75,0.069
709990983,YES,49.0,F,Post-Graduate,Married,$40K - $60K,Blue,36,6,2,2,5918.0,842.0,1292,26,0.733,0.142
818045958,YES,46.0,M,Graduate,Single,$40K - $60K,Blue,41,5,3,2,6741.0,1745.0,1682,46,0.438,0.259
716380683,YES,36.0,F,High School,Married,Less than $40K,Blue,36,6,1,2,3880.0,1542.0,1598,39,0.5,0.397
787480158,YES,57.0,F,Unknown,Married,Less than $40K,Blue,45,4,2,0,2494.0,1639.0,1555,39,0.625,0.657
778461408,YES,38.0,M,High School,Married,$80K - $120K,Blue,23,4,3,2,22149.0,987.0,2409,36,0.8,0.045
713861733,YES,50.0,M,Graduate,Divorced,$80K - $120K,Blue,36,4,3,1,34516.0,1542.0,1770,65,0.585,0.045
789291633,YES,62.0,M,Graduate,Married,$60K - $80K,Blue,51,3,2,0,5450.0,967.0,1526,45,0.8,0.177
789513858,NO,43.0,M,Unknown,Married,$40K - $60K,Blue,35,2,2,3,1438.3,0.0,891,28,0.4,0.0
778357458,YES,44.0,F,Unknown,Single,Less than $40K,Blue,24,4,3,3,2003.0,1224.0,1756,42,0.355,0.611
718325883,YES,39.0,M,Uneducated,Single,$40K - $60K,Blue,32,6,3,2,7723.0,1902.0,1241,22,1.0,0.246
720344658,YES,38.0,M,College,Married,$80K - $120K,Blue,23,4,1,1,18226.0,1847.0,1681,43,0.87,0.101
809292483,YES,44.0,F,College,Married,Less than $40K,Blue,39,4,2,2,8128.0,1846.0,1224,32,0.778,0.227
779791008,YES,43.0,M,High School,Married,$80K - $120K,Blue,32,6,2,3,5851.0,1660.0,1572,38,0.52,0.284
779557533,YES,54.0,M,Post-Graduate,Single,$80K - $120K,Blue,40,6,3,3,10260.0,942.0,1566,50,0.562,0.092
795904233,YES,38.0,F,Unknown,Single,Unknown,Blue,32,5,1,0,26945.0,727.0,1579,40,0.6,0.027
710573808,YES,55.0,M,Unknown,Single,$60K - $80K,Blue,36,6,3,3,2243.0,1418.0,1334,31,0.409,0.632
717418158,YES,42.0,M,Unknown,Unknown,$120K +,Blue,36,4,1,2,34516.0,1839.0,1230,34,0.889,0.053
771963708,NO,56.0,M,Unknown,Married,$60K - $80K,Blue,45,5,3,2,12248.0,0.0,767,25,0.562,0.0
712433508,NO,59.0,F,Unknown,Married,Unknown,Blue,50,3,2,3,1438.3,0.0,724,16,0.231,0.0
779320983,YES,46.0,M,Uneducated,Single,$80K - $120K,Blue,28,4,3,2,19843.0,1178.0,1638,49,0.633,0.059
718093233,YES,55.0,F,Post-Graduate,Married,Less than $40K,Blue,45,3,3,3,2163.0,0.0,1349,47,0.88,0.0
719459358,YES,52.0,M,Doctorate,Married,$120K +,Blue,41,4,2,2,33864.0,989.0,1751,48,0.92,0.029
717728808,YES,39.0,F,Graduate,Married,Less than $40K,Blue,26,3,1,2,4531.0,1214.0,1414,40,0.333,0.268
788701608,YES,42.0,F,Graduate,Single,Less than $40K,Blue,26,5,2,3,,1705.0,1260,32,0.6,0.578
778506633,NO,43.0,F,College,Married,Less than $40K,Blue,23,6,2,3,7706.0,392.0,965,27,0.421,0.051
719989008,YES,47.0,F,High School,Unknown,Unknown,Blue,36,5,1,0,25657.0,2216.0,1121,25,0.667,0.086
791839233,YES,42.0,F,Unknown,Divorced,Unknown,Blue,36,5,3,2,17536.0,1525.0,1411,28,0.474,0.087
716918508,YES,39.0,M,College,Single,$40K - $60K,Blue,24,4,3,3,3770.0,1197.0,1602,49,0.441,0.318
717321783,YES,50.0,M,Uneducated,Single,$60K - $80K,Blue,45,5,2,2,10344.0,1274.0,1617,47,0.424,0.123
799000008,YES,57.0,M,Post-Graduate,Divorced,$120K +,Blue,51,4,1,1,26437.0,1472.0,1244,36,0.5,0.056
721517208,YES,41.0,M,Unknown,Married,Less than $40K,Blue,30,4,6,1,2450.0,1967.0,1263,29,0.611,0.803
719068683,YES,52.0,F,High School,Married,$40K - $60K,Blue,36,5,1,2,3136.0,1864.0,1036,25,0.25,0.594
709120008,YES,43.0,M,High School,Single,$60K - $80K,Blue,36,4,3,2,6976.0,0.0,1217,39,1.438,0.0
709117533,YES,42.0,M,High School,Single,$80K - $120K,Blue,36,4,3,1,21134.0,1508.0,1556,35,0.842,0.071
816594183,YES,58.0,F,Uneducated,Married,$40K - $60K,Blue,53,6,2,3,2019.0,1380.0,2005,62,0.59,0.684
789485433,YES,42.0,M,College,Married,$80K - $120K,Blue,34,3,2,3,34516.0,668.0,1698,67,0.763,0.019
712881483,YES,55.0,M,Post-Graduate,Married,$80K - $120K,Blue,45,5,3,3,9959.0,1890.0,2041,45,0.875,0.19
712689333,YES,38.0,M,Unknown,Single,$80K - $120K,Blue,28,4,3,2,20241.0,1203.0,1102,31,0.632,0.059
771492408,YES,40.0,F,Graduate,Married,Less than $40K,Blue,28,3,1,2,2421.0,1747.0,1346,30,1.308,0.722
711668283,YES,48.0,M,Uneducated,Married,$80K - $120K,Blue,37,5,6,3,30948.0,2404.0,1511,35,0.207,0.078
772684833,YES,32.0,F,Unknown,Married,Less than $40K,Blue,22,3,3,2,2642.0,2035.0,1761,42,0.909,0.77
712960308,YES,33.0,F,High School,Single,Less than $40K,Blue,36,4,1,1,8070.0,2350.0,2117,61,0.649,0.291
713530833,NO,58.0,M,Graduate,Married,$40K - $60K,Blue,48,2,3,3,4085.0,2238.0,596,15,0.5,0.548
756065433,YES,26.0,M,Unknown,Single,$40K - $60K,Blue,19,5,2,2,2187.0,1597.0,2560,46,0.314,0.73
710997183,YES,46.0,M,Unknown,Married,$60K - $80K,Gold,36,3,3,2,34516.0,1092.0,1409,39,0.345,0.032
711146358,YES,39.0,F,Graduate,Married,Unknown,Blue,29,4,3,2,3358.0,1758.0,1759,33,0.737,0.524
716144058,YES,36.0,F,College,Single,$40K - $60K,Blue,25,6,3,3,1888.0,0.0,1886,66,0.65,0.0
778699908,NO,43.0,M,Uneducated,,$60K - $80K,Blue,24,2,3,3,14447.0,0.0,915,29,2.222,0.0
713571258,YES,45.0,M,Unknown,Single,$60K - $80K,Silver,26,6,3,2,32349.0,1630.0,1343,41,0.519,0.05
711676908,YES,51.0,F,College,Married,Unknown,Blue,36,3,2,3,12605.0,1449.0,1870,56,0.647,0.115
719315508,YES,62.0,F,Unknown,Married,$40K - $60K,Blue,36,4,2,2,2964.0,2400.0,1557,25,1.778,0.81
778623858,YES,58.0,M,Uneducated,Married,$80K - $120K,Blue,38,6,3,3,3785.0,1935.0,1824,49,1.45,0.511
